,CHAPTER,PAGE,TEXT
35,12,3,"185
12.3 - Die richtige Verbkategorie

I Tab. 12.1 Beispielformulierungen für einen wissenschaftlichen Vortrag
Vortragstell Eigene Anmerkungen

Einleitung/wissenschaftlicher Sehr geehrter Herr Prof. Meier  Ich möchte Ihnen
Hintergrund heute (...) vorstellen.

Fragestellung
Vorgehen/Methoden
Ergebnisse
Zusammenfassung

Ausblick

Group (2009) wurden diese unerwünschten Arzneimittelwirkungen nun über
einen längeren Zeitraum genauer untersucht. Dazu wurde eine randomisierte,
Placebo-kontrollierte Studie mit 20.536 Patienten mit Gefäßerkrankung oder
Diabetes durchgeführt. Die Patienten erhielten entweder eine tägliche Dosis von
40 mg Simvastatin oder ein Placebo und wurden über einen Zeitraum von 5
Iahren beobachtet. Als Marker für muskel- und lebertoxische Effekte wurden in
regelmäßigen Abständen die Werte der Kreatininkinase bzw. der Alanin-Ami-
notransferase bestimmt. Unterschiede zwischen diesen beiden Gruppen wurden
mit parametrischen Methoden bei einer Intention-to-treat-Herangehensweise
berechnet. (Nächstes Dia.) Ich komme nun zu den Ergebnissen der Untersu-
chung. Bei den unterschiedlichen Hochrisikopatienten (einschließlich Frauen,
ältere Individuen, solche mit niedrigen Cholesterolwerten) zeigte sich in der Sim-
vastatin-Gruppe eirıe relative Erhöhung der Inzidenz von Myopatlıie von 0,1 %
über den Zeitraum von 5 Jahren. Ein signiﬁkanter Unterschied hinsichtlich des
Auftretens von hepatobiliären Erkrankungen wurde nicht gefunden. (Nächstes
Dia.) Zusammenfassend kann man also feststellen, dass das Risiko einer Myo-
pathie bei Therapie rnit Simvastatin über einen S-Iahres-Zeitraum sehr niedrig
ist und das Risiko einer Hepatitis nicht signiﬁkant. Es besteht aber eine Reduk-
tion des kardiovaskulären Risikos. Ich denke, dass diese Studie gezeigt hat, dass
die Vorteile einer Simvastatin-Therapie die Nachteile deutlich aufwiegen. Unter
Beachtung der potenziellen Nebenwirkungen kann diese Therapie also sicher
durchgeführt werden. Vielen Dank für Ihre Aufmerksamkeit. Ich freue mich auf
Ihre Fragen und Diskussionsbeiträge.""

1. Markieren Sie diejeweils in den verschiedenen Vortragsteilen verwendeten Übung 12.2
Redemittel im Text und notieren Sie sie in BTab. 12.1. Ergänzen Sie die Tabelle
mit weiteren Redemitteln und Formulierungen, die man verwenden könnte,
und/oder die Sie oft in Ihren Vorträgen verwenden.

12.3 Die richtige Verbkategorie

1. Der Beispielvortrag ist v. a. in einer Verbkategorie (Genus verbi) verfasst. Übung 12.3
Welche ist es? Warum?

2. Untersuchen Sie den Text in 2er-Gruppen. Markieren Sie dazu alle Verbformen
im Text. Diskutieren Sie Ihre Ergebnisse anschließend in der Gruppe.

12

"
36,12,4,"186 Kapitel 12 - Einen Fachvortrag halten

Übung 12.4

Übung 12.5

Das Ziel eines wissenschaftlichen Textes oder Vortrages ist es, möglichst neutral
und unpersönlich wissenschaftliche Fragestellungen, Untersuchungen und Ergeb-
nisse vorzustellen. Die Persönlichkeit des Wissenschaftlers, seine Meinungen,
Vorstellungen, Wünsche usw., das Subjekt also, sollten eher in den Hintergrund
treten, und der Untersuchungsgegenstand, das Objekt, sollte im Zentrum stehen.
Es bietet sich daher an, für wissenschaftliche Texte das Passiv zu verwenden.

Allerdings gibt es gerade in neuerer Zeit auch kritische Stimmen gegenüber
dem beschriebenen wissenschaftlichen Stil, v. a. aus dem angloamerikanischen
Raum. Diese propagieren der leichteren Verständlichkeit wegen die Verwen-
dung des Aktivs. Unabhängig davon, für welche Form Sie sich bei Ihren Vorträ-
gen entscheiden, sollten Sie aber in jedem Fall mit der Verbkategorie des Passivs
vertraut sein.

1. Sammeln Sie die Formulierungen im vorliegenden Beispielvortrag, die im
Passiv verwendet werden, und notieren Sie sie mit ihrer lnﬁnitivform in
Ü Tab. 12.2.

2. Bestimmten Sie auch die verwendete Zeit. Die Auﬂösung ﬂnden Sie im
Lösungsteil am Ende des Buches (› Kap. 14).

1. Wiederholen Sie die wichtigsten Regeln zur Verwendung des Passivs, indem
Sie die Sätze mit folgenden Wörtern sinnvoll ergänzen (Lösung › Kap. 14):
Partizip Perfekt, Objekt, das konjugierte Hilfsverb, Subjekt, Dativ-Objekt:

a. Ich bilde das Passiv eines Verbs, indem ich ...„werden"" mit dem  des
Vollverbs verbinde.
b. lm Passivsatz wird das Subjekt des Aktivsatzes zum 
c. lm Passivsatz wird das Akkusativobjekt des Aktivsatzes zum 
d. lm Passivsatz bleibt das  des Aktivsatzes erhalten.

2. vervollständigen Sie nun BTab. 12.3 nach der unter a) genannten Regel. Die

Auﬂösung ﬂnden Sie im Lösungsteil am Ende des Buches (› Kap. 14).

B Tab.12.2 Die richtigeVerbform

Passiv Infinitiv Bestimmung der Zeit

konnte gezeigt werden zeigen Passiv Präteritum mit Modalverb

"
37,12,5,"12.3 - Die richtige Verbkategorie

I Tab. 12.3 Passiv in verschiedenen Zeiten (Lösung › Kap. 14)

lnﬁnitiv Passiv Präsens Passiv Präteritum Passiv Perfekt
operieren ich werde operiert ich wurde operiert ich bin operiert worden
du wirst operiert du du

er/sie/es wird operiert

wir werden operiert

ihr werdet operiert

sie/Sie werden operiert

   

  

MCP« Duaßišik
Em LQTUM»
mum; \ci\ NW
Am HAU PTVEH.

    

  
 
  

 

B Abb. 12.1 Perfekt ausformuliert, aber  (Cartoon: Claudia Styrsky)

187

Passiv Futur I

ich werde operiert werden

du...

12

"
38,12,6,"188 Kapitel 12 - Einen Fachvortrag halten

Übung 12.6

Übung 12.7

1. Markieren Sie Subjekt und Objekt in den beiden folgenden Sätzen im Aktiv
und Passiv. DieAuflösung finden Sie im Lösungsteil am Ende des Buches
(›Ka1p. 114).

a. Der Arzt untersucht den Patienten.
b. Der Patient wird von dem Arzt untersucht.

2. Finden Sie weitere Beispielsätze im Aktiv aus dem ärztlichen Berufsalltag, die
Sie anschließend in Sätze im Passiv umwandeln. Berücksichtigen Sie dabei die
unter b) und c) in › Übung 12.5 genannten Regeln.

a. Verwenden Sie unterschiedliche Zeiten, v. a. Präsens, Präteritum, Perfekt
und Futur I.

b. Arbeiten Sie in Zer-Gruppen und vergleichen Sie Ihre Ergebnisse
anschließend in der Gruppe.

12.4 Einen eigenen Vortrag halten

1. Überlegen Sie sich ein Thema, zu dem Sie gerne einen medizinischen Vortrag
halten würden. Machen Sie sich Stichpunkte nach der oben gezeigten
Strukturierung zu den einzelnen Teilen Ihres Vortrags.

2. Formulieren Sie Ihren Vortrag aus. Benutzen Sie dabei auch die erarbeiteten
Redemittel und stilistischen Ausdrucksmöglichkeiten. Achten Sie verstärkt
auf die korrekte Verwendung des Passivs, so wie »Sie sie oben wiederholt und
geübt haben.

3. Üben Sie nun, den Vortrag möglichst frei zu halten. Orientieren Sie sich
dabei nur an Ihren zuerst angefertigten Stichpunkten, nicht an Ihrem
ausformulierten Vortragstext (I Abb. 12.1).

4. Tragen Sie Ihren Vortrag abschließend in der Gruppe vor. Versuchen Sie
wiederum, so frei wie möglich zu sprechen.

5. Diskutieren Sie die Ergebnisse in der Gruppe. Was ist besonders gut
gelungen? Wo gibt es noch Probleme? Was könnte verbessertwerden? usw.

"
39,13,1,"' \ ;  LEV<@1«§@_l¶\I_uwıL\(åU'_\1L3ëf\*\§f(<i›1""ıßßí

"
40,13,2,"190 Kapitel 13 - Schriftliche Dokumentation: Arztbríefe

Übung 13.1

Praxissprache

13.1 Allgemeines

1.

     

Formalien: Auf welche Formalien müssen Sie achten, wenn Sie einen
ärztlichen Entlassungsbrief schreiben (B Abb. 13.1)? Lesen Sie den
vorliegenden Arztbrief (› Abschn. 13.3: B Abb. 13.2) und diskutieren

Sie die wichtigen Aspekte. Berücksichtigen Sie dabei auch folgende

Fragen:

- Wo steht welche Adresse?

- Welche Funktion hat die Zeile„Nachrichtlich  ""? Wie ist sie zu ergänzen?
- Wo platzieren Sie das Datum? Wie notieren Sie es?

- Welche Anrede wählen Sie?

- Wie verabschieden Sie sich am Ende des Briefes?

Gliederung: Notieren Sie die verschiedenen Bereiche, in die der Brief
gegliedert ist. Erklären Sie ihre Bedeutung, z. B.:

- Diagnosen

- etc.

Abkürzungen: In dem Brief werden einige allgemeine und medizinische
Abkürzungen verwendet, die in BTab. 13.1 notiert sind. Recherchieren Sie
ihre Bedeutung (› Serviceteil, Diskussionen mit den anderen Lernenden,
Konsultation der Dozenten), falls Sie sie nicht kennen, und erklären Sie sich
gegenseitig die Bedeutung. Arbeiten Sie in 2er-Gruppen. Überprüfen Sie Ihre
Ergebnisse mit Hilfe des Lösungsteils (› Kap. 14), wenn Sie möchten.

soﬁlieıı Quo 'baum EmoLia-l DiE
Koßııewrußßw yon aller. I _
Mnrr lHMEm ulm L/ıwsualußv

I Abb. 13.1 Sisyphosarbeit(Cartoon:Claudia Styrsky)

"
41,13,3,"13.2 - Die richtige (grammatikalische) Zeit verwenden

I Tab. 13.1 Einige wichtige Abkürzungen aus dem Beispielarztbrief (Lösung › Kap. 14)

Abkürzung Bedeutung

geb. geboren

V. poplitea

Ca.

DM Typ 2

AZ

EZ

Cm

'<9

RUQ

LUQ

Cor

Puimo

POS.

neg.

re. V. poplitea

m9

INR

n. Wert

13.2 Die richtige (grammatikalische) Zeit verwenden

1.

Unterstreichen Sie in den beiden Abschnitten„Anamnese"" und„Zusammen-
fassende Beurteilung"" im Arztbrief (U Abb. 13.2) die Verbformen und
bestimmen Sie jeweils die verwendete Zeit sowie den lnﬁnitiv der Verben.
Erklären Sie, warum wann welche Zeit verwendet wird. Füllen Sie dazu für 8
Verben Ihrer Wahl BTab. 13.2 aus. Arbeiten Sie in 2er-Gruppen.

191

Übung 13.2 zur Grammatik:
Konjunktiv I

13

"
42,13,4,"192 Kapitel 13 - Schriftliche Dokumentation: Arztbríefe

I Tab. 13.2 Verwendete Verbformen erkennen

Verbform

berichtet

Übung 13.3

Übung 13.4

Übung 13.5

Inﬁnitiv

berichten

1.

Zeit Funktion

Präsens Darstellungen in und von der Gegenwart

Erarbeiten Sie nun anhand UTab. 13.2 3 grundsätzliche Regeln für den
Zeitengebrauch in Arztbriefen. Arbeiten Sie in 2er-Gruppen und vergleichen
Sie anschließend Ihre Ergebn-isse in der Gruppe. Zur Überprüfung Ihrer
Ergebnisse können Sie im Lösungsteil nachlesen (› Kap. 14).

a. Zur Beschreibung aller Ereignisse vor der Aufnahme verwendet man 
b. Zur Darstellung der Dinge, die der Patient berichtet, verwendet man 
c. Zur Darstellung der Untersuchungsbefunde verwendet man 

Wiederholen Sie gemeinsam die wichtigsten Regeln für die Bildung des
Konjunktivs I 'in der Gegenwart und Vergangenheit. Konjugieren Sie
anschließend die Verben in UTab. 113.3 im Indikativ Präsens, Indikativ Perfekt,
Konjunktiv I (ggf. ll) Gegenwart und Konjunktiv I Vergangenheit in der 1.

und 3. Person Singular. Die Auﬂösungﬁnden Sieim Lösungsteil am Ende des
Buches (› Kap..- ""14).

Bilden Sie mitjedem der folgenden Verben einen sinnvollen Satz im
Konjunktiv I Gegenwart oder Konjunktiv I Vergangenheit. Bilden Sie also
insgesamt 10 Sätze. Beginnen Sie mit:

a. Der Patient berichtete, dass 

b. Der Patient stellte dar, dass 

c. Der Patient erklärte, dass 

d. usw.

z. B.: Der Patient berichtete, dass er in den letzten 3 Monaten 5 kg
zugenommen habe.

"
43,13,5,"13.2 - Die richtige (grammatikalische) Zeit verwenden

I Tab. 13.3 Konjunktiv I bilden (Lösung b Kap. 14)

Indikativ

auftreten

bekommen

husten

zunehmen

einnehmen

absetzen

ESSEN

trinken

sein

haben

Indikativ Präsens

ich trete auf

du trittst auf

er/sie/es tritt auf

wir treten auf

ihr tretet auf

sie/Sie treten auf

ich

er/sie/es

2. Einen Arztbrief verfassen:

a. Denken Sie sich einen Patienten mit einem bestimmten Krankheitsbild
(Ihres Fachgebiets) aus und schreiben Sie einen entsprechenden Arztbrief.
Achten Sie aufdie korrekte Verwendung der Zeiten und auf die Einhaltung
der Formalien.
b. Tragen Sie Ihre Ergebnisse in der Gruppe vor und diskutieren Sie sie.

Indikativ Perfekt

ich bin aufgetreten

du bist

er/sie/es ist

wir sind

ihr seid

sie/Sie sind

Konjunktiv I Gegenwart

ich trete auf- identisch mit Präsens,
daher Konjunktiv ll: ich träte auf/
würde auftreten

du tretest auf

er/sie/es trete auf

wir treten auf- identisch mit Präsens,
daher Konjunktiv ll: wir träten auf/
würden auftreten

ihr tretet auf- identisch mit Präsens,
daher Konjunktiv II: ihr trätet auf/
würdet auftreten

sie/Sie treten auf- identisch mit
Präsens, daher Konjunktiv II: sie/Sie
träten auf/würden auftreten

193

Konjunktiv I Vergangenheit

ich sei aufgetreten

du seiest aufgetreten

er/sie/es sei aufgetreten

wir seien aufgetreten

ihr seiet aufgetreten

sie/Sie seien aufgetreten

13

"
44,13,6,"194

Kapitel 13 - Schriftliche Dokumentation: Arztbríefe
13.3 Beispiel: Arztbrief Eva Schneider
Ü Abb. 13.2
Klinikum St. Martin
Friedrichstr. 10
13156 Berlin
Klinikfür Innere Medizin
Frau Prof. Dr. Gustav Meier

Dr. Maria Huth
Kolonnenstr. 36
10961 Berlin

Chefarzt

 

15.08.2008

Nachrichtlich: der Patientin

Entlassungsbrief Eva Schneider

Sehr geehrte Frau Dr. Huth,

wir berichten nachfolgend über unsere gemeinsame Patientin, Frau Eva Schneider, geb. am 23.05.1980,
wohnhaft Zossener Str. 5, 10977 Berlin, die sich vom 11.08.2008 bis zum 15.08.2008 in unserer stationären
Behandlung befand.

Diagnosen: - Phlebothrombose der V. poplitea rechts

- Adipositas

- Nikotinabusus

- Z. n. Appendektomie (April 1998)
Anamnese:

Frau Schneider berichtet über seit dem Vorabend bestehende starke Schmerzen im rechten Unterschenkel sowie
über eine Schwellung und Rötung der betroffenen unteren Extremität. Die Patientin gibt an, dass die Schmerzen
langsam aufgetreten seien. lm Verlauf der Nacht sei trotz kühlender Wadenwickel eine Verschlechterung der
Beschwerden eingetreten. Die Patientin wurde unter dem Verdacht auf eine akute Phlebothrombose des rechten
Unterschenkels zur weiteren Diagnostik und Therapie stationär aufgenommen.

Vorerkrankungen: Saisonale, allergische Rhinorrhö (Gräserpollen).

Vegetative Anamnese:

Kein Fieber, kein Nachtschweiß. Gewichtsverhalten konstant. Schlaf und Appetit gut. Miktion und Defäkation
unauffällig. Ungestörte Sexualfunktion. Regelmäßige, normal starke Menses. Gravidität unwahrscheinlich bei
regelmäßiger Einnahme des oralen Kontrazeptivums Valette. Nikotinabusus: ca. 0,5 Schachteln/Tag, ca. 5 „pack
years"". Alkoholkonsum oder Drogenkonsum wird verneint.

Familienanamnese:

Vater: Hypertonie.
Mutter: DM Typ 2, mehrfache Thrombosen der unteren Extremität.

Sozialanamnese:
Verkäuferin (stehende Tätigkeit), unverheiratet, keine Kinder, lebt allein.

I Abb. 13.2 Beispielarztbrief Eva Schneider

"
45,13,7,"195
13.3 - Beispiel: Arztbrief Eva Schneider

lnternistischer Untersuchungsbefund bei Aufnahme:

13

Patientin in gutem AZ und adípösem EZ (Größe: 165 cm, Gewicht: 78,9 kg). Haut warm und trocken, guter Turgor.

Keine vergrößerten Lymphknoten nuchal, zerzikal, axillär, inguínal palpabel. Schilddrüse nicht vergrößert
palpabel, schluckverschieb ich. Mund und Rachen frei, nicht gerötet.

Abdomen: Bauchdecke weich, zwei kleine Operationsnarben im RUQ und LUQ, kein Druckschmerz, keine
pathologischen Resistenzen palpabel. Leber und Milz nicht vergrößert tastbar, Nierenlager ohne Klopfschmerz,
regelrechte Darmgeräusche über allen Quadranten auskultierbar.

Cor: Regelmäßige Herzaktíon, Töne mittellaut und rein, keine pathologischen Geräusche auskultierbar.

Pulmo: Sonorer Klopfschall, bds. gute Atemverschieblichkeit, vesikuläres Atemgeräusch, keine
Nebengeräusche auskultierbar.

Extremität: Deutliche Schwellung des rechten Unterschenkels (nicht wegdrückbar) mit Rötung, leichtgradiger
livider Verfärbung und Überwärmung. Meyer- und Homans-Zeichen rechts pos., Payr-Zeichen neg.

Weiterführende Untersuchungsbefunde:

Farbkodierte Duplexsonographie vom 11.08.2008: Zusammenfassend ergab sich bei erweitertem Lumen

der re. V. poplítea, fehlender Komprimierbarkeit und fehlendem farbkodiertem Binnenecho der Befund einer
Phlebothrombose der re. V. politea.

Laborwerte vom 11.08.2008 (Zusammenfassung): INR 1,1, PTI' 22 s, TZ 16 s, ß-HCG neg., D-Dimere 1,2 mg/dl,
Screening nach prokoagulatorischen Faktoren (Faktor-ll-Mutation, APC-Resistenz, AT Ill, Phospholipid-Ak, Protein
C/S, Homocystein) neg.

Zusammenfassende Beurteilung:

Die stationäre Aufnahme von Frau Schneider erfolgte aufgrund von seit dem 10.08.2008 aufgetretenen und
zunehmenden Schmerzen im rechten Unterschenkel und zusätzlich bestehender Schwellung, Rötung. Klinisch
ergab sich der dringende Verdacht auf das Vorliegen einer Phlebothrombose der rechten unteren Beinvene(n).
Es fanden sich keine Hinweise für die differenzialdiagnostisch in Betracht kommende Thrombophlebitis, für ein
Erysipel oder ein Lymphödem.

Bei erhöhten D-Dimeren und in der farbkodierten Duplexsonographie nachgewiesenem erweitertem Lumen
der rechten V. poplitea bei gleichzeitig fehlender Komprimierbarkeit sowie fehlendem Binnenecho konnte eine
Phlebothrombose der rechten V. poplitea nachgewiesen werden.

In der erweiteren Gerinnungsdiagnostik ergab sich kein Hinweis auf das Vorliegen hyperkoagulatorischer
Faktoren.

Nach Ausschluss einer Gravidität begannen wir mit einer Antikoagulationstherapie mit dem niedermolekularen
Heparin Enoxaparin und Marcumar. Nach Erreichen der Ziel-INR von 2,5 sistierten wir die Heparin-Gabe. Wir
empfehlen die Fortführung der Marcumar-Therapie für mindestens 6 Monate. Wir besprachen mit der Patientin
die Durchführung präventiver Maßnahmen (Gewichtsreduktion, Rauchentwöhnung, Absetzen des
Kontrazeptivums).

Medikation bei Entlassung:
Marcumar n. Wert

Wir danken für die ambulante Weiterbetreuung der Patientin, stehen für Rückfragen jederzeit gerne zur
Verfügung und verbleiben

mit freundlichen kollegialen Grüßen

Prof. Dr. Gustav Meier Dr. Gesine Schmidt Franz Neuberger
Chefarzt Oberärztin Assistenzarzt

B Abb.13.2 Fortsetzung

"
46,13,8,"196

Kapitel 13 - Schriftliche Dokumentation: Arztbríefe

Übung 13.6

13.4 Beispiel: Dokumentation Karsten Weber

Während der Versorgung des Patienten Karsten Weber in der Notaufnahme
des Klinikums St. Martin erstellt die neurologische Assistenzärztin Frau Dr.

Carla Fiori einen Erste-Hilfe-Schein für den Patienten Herrn Karsten Weber
(Ü Abb. `1 3.3).

1.

Welche sprachlichen Besonderheiten fallen Ihnen beim Lesen des Erste-Hil-
fe-Scheins für Karsten Weber auf, wenn Sie diesen zum Beispiel mit dem
Arztbrief für die Patientin Frau Eva Schneider vergleichen (siehe B Abb. 1'3.2)?
Nutzen Sie die Informationen aus dem Erste-Hilfe-Schein und die zusätzlichen
Ergebnisse der weiterführenden Untersuchungen (B Abb. 13.4), um einen
Arztbrief zu verfassen. Wenn Sie möchten, können Sie sich dafür noch einmal
die Kapitel zum Anamnesegespräch (› Abschn. 5.4) und zur körperlichen
Untersuchung (› Abschn. 6.5) vor Augen führen.

Hinsichtlich des Abschnitts zurTherapie und zum Verlauf orientieren Sie sich
bitte mit Hilfe folgender wichtiger Punkte: kurze diagnostische Beurteilung,
Hinweis zur Lysetherapie, 72-stündige Monitorüberwachung ohne relevante
Herzrhythmusstörungen, gute Besserung der klinischen Ausfallssym-
ptomatik mit einem nur noch diskreten sensomotorischen Hemisyndrom
links bei Austritt, Einschätzung zur Ursache auf Basis der weiterführenden
Untersuchungsergebnisse,Therapieempfehlung zur Sekundärprävention.
Vergleichen Sie Ihren Brief mit dem Beispielarztbrief zu diesem Fall

(U Abb. 13.5).

"
47,13,9,"197
13.4- Beispiel: Dokumentation Karsten Weber

Erste-Hilfe-Schein Klinikum St. Martin
Friedrichstr. 10
13156 Berlin

Hr. Karsten Weber,
geb. 13.05.1947,

wohnhaft Otto-Suhr-Allee 130, 14059 Berlin Kımikfü' Neur°ı°gie

_ _ Prof. Marie Babinski
Eınweısung am 20.07.2016, 16:45 Uhr. chefärztin

 

Anamnese:

Vorstellung durch RTW bei V.a. zerebralen lnfarkt, Alarmierung durch Ehefrau des Pat.

Heute gegen 16:00 Uhr nach dem Mittagsschlaf erwacht mit einem Hängen des linken Mundwinkels sowie einer
Schwäche und Koordinationsstörung der linken Hand. Zuletzt symptomfrei gegen 15:00 Uhr. Initial außerdem
undeutliches Sprechen. Bei Mobilisierung durch RTW zudem Schwäche des linken Beines bemerkt. Bisher keine
derartigen Ereignisse, keine zerebralen lnfarkte, keine Blutungen, keine MI.

VE: aHTN, COPD, Nikotinabhängigkeit, seit 5 Jahren abstínent, ca. 30 pack years.
Med: Torasemid 5 mg 1-0-0-0, lpratropíumbromid DA 2 Hub 1-0-1-0.

SA: pensionierter Lehrer, wohnt zusammen mit der EF, keine Kinder, keine Vorsorgevollmacht, bisher keine
Pflegestufe.

Befund:

Internístischer Befund:

Guter AZ. Leicht adipöser EZ (175 cm, 85 kg). Cor: HT r+r, keine pathologischen Geräusche. Pulmo: verlängertes
Exspirium, leichtes Giemen, keine basalen RG. Abdomen: weich, mittellebhafte DG, kein DS, keine Resistenzen
palpabel, Milz und Leber nicht vergrößert tastbar.

Neurologischer Befund:

Pat. wach, voll orientiert zu allen Qualitäten. Kein Meningismus. Taktiler Neglect rechts.

Fingerperimetrisch kein Gesichtsfelddefekt. Pupillen rund, isokor, direkte und indirekte Lichtreaktion prompt,
keine manífesten Augenmuskelparesen, Willkürsakkaden metrisch, Blickfolge glatt, kein Nystagmus,
Mundastschwäche des N. facialis links, herabgesetztes Berührungsempfinden im Bereich des N. trigeminus links
(Äste I bis Ill), Cornealreflex und Würgreflex bds. auslösbar, keine relevante Dysarthrie oder Schluckstörung,
übriger Hirnnervenbefund unauffällig.

Muskulatur normoton und eutroph, Absinken im AHV und im BHV (jeweils ohne dass die Unterlage berührt
wird), manifeste Parese des linken Armes und Beines mit einem allgemein herabgesetzten Kraftgrad von 4/5,
Muskeleigenreflexe seitengleich lebhaft, keine Pyramidenbahnzeichen.

Finger-Nase-und Knie-Hacke-Versuch links leicht dysmetrisch, rechts metrisch, Bradydiadochokinese links,
rechts unauffällig, Stand und Gang bei Aufnahme nicht explizit geprüft bei Schwierigkeiten zu stehen,
Romberg-und Unterbergerversuch nicht durchgeführt.

Sensibilität: Berührungsempﬁnden linke Körperhälfte vermindert.

Diagnostik:
EKG: SR, HF 75/Min., LT, R/S Umschlag in V2N3, Zeiten idN., keine akuten ERBS.

cCT: keine Infarktdemarkierung, keine Blutung, ausführlicher Befund folgt.

Labor: siehe Anhang.

I Abb. 13.3 Erst-Hilfe-Schein Karsten Weber

13

"
48,13,10,"198 Kapitel 13 - Schriftliche Dokumentation: Arztbríefe

Therapie und Verlauf:

V.a. MCA-Infarkt rechts bei sensomotorischem Hemísyndrom links, im Lysezeitfenster, im cCTkeíne Blutung,
keine lnfarktdemarkierung, nach Ausschluss von KI Lysetherapie in der RTS begonnen, stat. Aufnahme auf die

Stroke Unit.

Dr. C. Fiori (AVD Neurologie)

Anhang

Labor:

HÄMATOLOGIE, allgemein:

GERINNUNG:

KLINISCHE CHEMIE, allgemein:

KLINISCHE CHEMIE, speziell:

ENDOKRINOLOGIE:

Sonstige:

I Abb.13.3 Fortsetzung

Leukozyten
Erythrozyten
Hämoglobin

Hämatokrit

MCV

MCH

MCHC
Thrombozyten

Quick NF
INR NF
PTI' NF

Natrium NF
Kalium NF
Kreatínin NF
GPT (ALAT) NF
Creatinkinase NF
CK-MB NF

CRP NF

TSH basal NF

Blutzucker
CKMB% NF
GFR nach MDRD-Formel

erster Wert

4.20
4.34
14.0

94
32.2
34
161

96
1.1
33

140
3.44
0.90
15.6
159
10.8

<0.50

1 .70

141
6.79
66.4

Maßeinheit

SEC.

mmol/I
mmol/I
mg/dl
U/I

U/I

U/I

mg/dı

mU/I

mg/dı

ml/min

Normalwert Datum

3.60 - 9.80
4.5 - 5.9
14.0 - 17.5
40 - 54

80 - 99

27 - 34

31 - 36
100 - 400

> 70
0.8 - 1.3
22-34

135 - 149
3.60 - 5.50
< 1.10

< 45.0

< 195

< 24.0

< 0.50

0.66 - 5.45

75 - 1 15
< 6.00
>60

20.07.1 6
20.07.1 6
20.07.16
20.07.16
20.07.16
20.07.16
20.07.16
20.07.1 6

20.07.16
20.07. 1 6
20.07.16

20.07.16
20.07.16
20.07.16
20.07.16
20.07.16
20.07.16

20.07.16

20.07.1 6

20.07.16
20.07.16
20.07.16

"
